receiver_upi_id,amount,amount_ratio,transaction_frequency,device_mismatch_flag,geo_location_flag,account_age,recipient_blacklist_status,past_fraud_flag,high_risk_time_flag,sender_trust_score,receiver_trust_score,merchant_category_encoded,transaction_type_encoded,fraud_reports,fraud_label
rohit@canara,4310,2.26,4,1,0,9,0,1,1,4,3,3,3,35,0.5
sachin@sbi,421,0.19,7,1,0,335,1,1,1,1,5,2,2,72,1.0
9917768089@apl,172,0.1,9,0,0,112,0,1,0,3,1,3,3,19,0.0
asha63@bob,316,0.83,5,0,0,226,0,1,1,2,2,1,0,35,0.5
suresh686@oksbi,4453,5.07,1,1,0,108,1,1,1,1,2,0,2,97,1.0
lata53@iob,116,0.05,10,1,1,342,0,1,1,5,3,4,1,53,1.0
rani@ybl,212,0.4,8,0,0,128,1,0,0,2,1,4,2,45,0.5
9439252959@okicici,4485,2.41,1,0,1,243,0,1,1,3,3,0,2,47,0.5
vinod97@oksbi,1744,5.24,3,0,0,5,0,0,0,5,4,3,0,0,0.0
shweta@canara,16136,7.31,10,0,0,20,0,0,1,1,1,4,0,11,0.5
9758446634@ybl,7099,2.43,9,0,0,359,0,1,1,1,4,4,1,27,0.0
sunil40@upi,4177,3.08,2,0,0,19,0,1,0,1,5,0,1,34,0.5
laxmi475@ybl,99,0.08,8,1,1,108,1,0,1,1,3,1,3,76,1.0
laxmi@pnb,48,0.06,3,1,0,291,0,1,1,1,2,2,3,43,0.5
9848689993@okhdfc,396,0.13,6,1,0,315,0,0,1,3,1,0,3,39,0.5
usha@ubi,3918,2.63,1,0,1,171,0,1,1,4,5,0,3,48,0.5
divya49@hdfc,891,0.37,4,1,1,21,0,1,0,4,2,3,0,49,0.5
usha174@iob,4018,1.86,9,1,0,200,1,1,0,3,2,4,1,66,1.0
9421751887@apl,50218,106.85,2,1,0,186,0,1,0,3,3,4,0,48,0.5
yogesh98@bob,55663,64.42,6,0,1,48,0,1,0,2,4,1,2,26,0.5
9787655300@paytm,4460,3.95,2,1,1,222,1,0,1,5,4,1,1,83,1.0
laxmi80@ybl,1598,2.36,6,0,0,191,1,1,0,4,1,2,3,76,1.0
9185174460@sbi,74876,55.5,5,0,0,218,0,1,0,1,1,0,2,28,0.5
suresh238@canara,26874,28.35,10,1,1,269,1,0,0,5,1,2,0,76,1.0
rani44@okicici,380,0.15,5,0,1,21,1,1,0,4,1,2,2,68,1.0
rajan97@iob,98356,32.84,3,0,1,87,0,0,0,5,1,0,3,24,0.5
sunita724@upi,76970,55.86,7,0,1,314,0,0,0,2,5,2,2,8,0.5
kavita@bob,496,0.41,3,0,0,354,0,1,0,5,2,4,0,39,0.5
rajan94@iob,1682,2.39,1,1,0,357,0,0,0,4,1,2,1,19,0.0
9078436142@canara,2565,5.69,4,1,0,97,0,0,0,4,4,2,3,27,0.0
9427372037@okicici,2337,1.76,2,1,0,272,0,1,0,5,4,2,2,37,0.5
9438998278@sbi,3807,5.97,5,0,0,268,0,0,1,1,3,4,2,11,0.0
9999516793@ubi,21460,8.25,8,0,0,1,0,1,1,2,2,0,2,32,1.0
pooja210@waicici,634,0.83,9,1,0,124,0,1,1,3,4,1,3,39,0.5
harish@iob,3851,1.89,4,0,0,110,0,1,0,3,1,0,2,24,0.0
aditi358@waicici,52,0.02,1,0,0,337,0,1,1,4,2,3,2,34,0.5
shakti@bob,101,0.22,3,0,0,99,0,0,0,2,2,0,1,17,0.0
vikas@okhdfc,16475,8.58,8,1,1,82,0,1,0,4,1,1,2,41,1.0
9629745493@sbi,4211,1.67,9,0,1,267,0,0,0,5,5,4,2,6,0.0
9208283230@apl,4870,1.7,2,0,1,239,0,1,1,5,1,1,0,56,0.5
9318297168@icici,1960,1.88,5,0,0,48,0,0,1,3,3,4,1,8,0.0
nikhil@paytm,442,0.16,1,1,1,173,1,0,1,1,1,0,0,86,1.0
9747812248@hdfc,10573,3.98,7,1,0,161,1,0,0,1,5,2,2,61,1.0
yogesh@okicici,339,0.21,1,1,1,240,0,1,0,1,5,0,0,32,0.5
9706336998@paytm,188,0.51,9,1,0,138,0,0,1,2,3,2,0,31,0.5
hemant41@bob,4835,3.84,1,1,0,138,0,0,0,1,4,2,0,22,0.0
rakesh@okhdfc,1899,0.65,2,1,0,80,0,0,1,2,4,4,2,35,0.5
pooja@oksbi,73244,42.34,2,0,1,129,0,1,0,4,1,3,2,52,1.0
9031538882@iob,2792,1.18,2,1,0,12,1,1,0,4,4,2,3,78,1.0
9163211197@apl,105,0.04,1,1,0,175,0,1,0,3,1,2,1,36,0.5
suresh88@upi,19792,57.87,4,1,0,47,0,0,0,4,2,1,3,29,0.5
brijesh@okicici,107,0.06,9,1,1,209,1,0,1,5,1,0,1,71,1.0
kavita25@mahb,201,0.46,2,1,1,306,0,1,1,4,1,4,1,50,1.0
9821374556@icici,17760,21.02,8,1,0,272,0,1,0,3,1,4,1,34,1.0
9126003083@oksbi,4533,11.65,7,0,1,275,0,0,1,1,3,0,2,30,0.5
9882691776@waicici,19326,11.66,8,1,1,351,0,0,0,1,3,1,0,15,0.5
9882603359@axisbank,407,0.35,2,0,0,21,0,1,1,2,3,4,0,39,0.5
9492699969@mahb,412,1.56,10,0,0,10,0,1,1,1,5,2,0,42,0.5
9499323123@canara,2533,1.8,3,1,1,152,1,1,0,5,3,4,3,74,1.0
nisha81@ubi,77374,238.07,1,0,1,359,0,1,0,5,4,1,3,42,0.5
9650826958@kotak,460,0.59,3,0,1,267,1,1,0,5,1,2,0,90,1.0
pushpa322@axisbank,11439,14.37,7,1,1,177,0,0,1,1,2,0,3,50,1.0
9869661016@apl,15763,77.27,10,1,0,124,0,1,1,3,5,2,0,30,0.5
vivek32@apl,2787,5.59,1,0,0,172,0,0,0,1,1,3,0,21,0.0
9266292508@icici,226,0.52,4,0,1,189,0,1,0,3,3,0,3,46,0.5
komal92@oksbi,480,0.48,10,1,1,290,1,1,0,1,3,0,3,80,1.0
mukesh75@ybl,348,0.2,2,0,0,279,0,1,1,4,1,1,1,31,0.5
rohit885@apl,2667,3.0,4,0,1,98,0,1,1,4,1,4,2,56,0.5
9822102179@waicici,57096,27.23,4,0,0,28,0,1,1,4,2,2,0,49,1.0
rajesh@waicici,4087,3.56,3,0,0,215,0,0,1,5,5,2,3,17,0.0
lata@oksbi,1474,0.8,1,1,1,231,0,0,1,4,5,4,3,35,0.5
9146921821@mahb,45,0.03,3,0,1,88,0,0,0,2,3,2,1,21,0.0
9050938694@apl,23927,28.22,9,0,1,21,0,1,1,5,5,2,1,34,1.0
9152386767@bob,4201,12.14,9,1,0,313,1,1,1,5,1,0,2,100,1.0
sonia858@apl,4939,2.49,10,0,0,40,0,1,1,1,4,3,3,38,0.5
9695790012@iob,6959,4.15,7,0,1,1,0,0,1,2,2,2,0,40,1.0
9894633891@ybl,72,0.06,7,0,1,269,0,1,1,4,5,3,1,50,0.5
9335895138@axisbank,60989,67.54,3,1,0,168,0,1,0,5,3,3,1,36,0.5
pallavi@apl,9,0.01,9,1,1,251,1,1,0,3,4,4,2,79,1.0
vivek111@bob,407,0.28,9,0,0,102,0,1,1,3,5,1,2,22,0.0
9214105276@apl,409,0.15,7,0,0,110,0,0,1,4,5,0,1,8,0.0
mamta84@okhdfc,1833,0.94,5,0,1,4,0,0,0,3,2,1,2,19,0.0
9942824911@okhdfc,77653,51.8,8,1,1,71,1,1,1,3,5,2,2,100,1.0
sunil@ybl,13593,20.17,3,1,0,22,1,0,0,3,3,1,1,69,1.0
9727367746@kotak,146,0.06,9,1,1,218,0,0,0,2,1,2,2,37,0.5
rohit@canara,363,0.79,4,0,0,148,1,1,0,1,5,1,1,54,0.5
meera@pnb,4294,2.02,4,0,0,267,1,1,0,4,3,3,1,66,1.0
9768316082@paytm,767,0.33,9,1,1,186,0,1,1,3,4,1,3,66,1.0
9362165914@ubi,490,0.19,4,0,1,111,0,0,0,4,2,4,1,24,0.0
9732643095@iob,285,0.1,4,0,0,360,0,0,1,5,5,1,2,14,0.0
pushpa73@axisbank,226,0.08,10,1,1,310,1,0,0,4,1,1,1,77,1.0
ravi905@waicici,416,0.99,9,0,1,286,0,1,0,2,2,1,0,43,0.5
rakesh59@icici,30843,84.5,6,1,1,355,0,1,1,5,3,1,1,50,1.0
rani93@apl,330,1.11,4,1,0,84,0,1,0,5,1,0,1,30,0.0
ajay25@paytm,312,0.38,2,0,0,241,0,0,0,2,5,3,0,13,0.0
vandana678@ubi,54,0.16,2,1,1,345,0,0,0,1,1,3,3,32,0.5
sonia@axisbank,34841,24.3,7,0,0,221,0,0,1,3,2,4,0,30,0.5
9556103995@kotak,77,0.03,6,0,1,72,0,0,1,1,5,2,1,16,0.0
9412027061@oksbi,282,0.38,3,1,0,61,1,0,0,3,2,3,2,52,0.5
9815542034@hdfc,3991,5.45,10,0,1,86,0,0,1,5,1,3,0,22,0.5
9554623471@kotak,458,0.18,8,0,0,208,0,0,0,5,4,2,3,13,0.0
meera501@apl,107,0.05,1,1,1,285,0,1,0,1,5,0,0,42,0.5
sudha730@icici,238,0.12,10,0,0,76,0,0,1,1,1,2,0,11,0.0
mukesh64@iob,4064,1.72,7,0,1,103,0,1,1,2,1,1,0,59,1.0
lokesh@kotak,21660,10.89,4,1,0,171,0,0,0,2,5,3,1,4,0.0
9140049388@icici,321,0.12,7,1,0,207,1,0,0,4,1,2,2,63,1.0
9698731379@paytm,313,0.12,2,1,0,363,0,1,0,3,2,0,2,41,0.5
9562389949@mahb,902,0.74,2,0,1,196,0,1,1,2,2,3,2,43,0.5
rajan30@sbi,38788,16.07,3,0,1,136,0,0,0,4,2,0,1,11,0.5
9894801864@canara,55472,190.63,10,1,0,360,0,0,0,5,5,4,3,23,0.5
sneha@okhdfc,78682,32.68,9,0,0,183,1,0,1,5,2,4,3,51,1.0
9942968827@okicici,3803,4.5,4,1,1,93,1,1,0,4,5,0,2,86,1.0
satish96@waicici,3404,1.38,2,1,0,118,0,1,0,3,1,4,3,48,0.5
usha959@sbi,46920,26.95,10,0,1,236,0,1,1,4,2,2,0,48,1.0
santosh10@mahb,28302,10.18,3,1,1,6,0,1,0,5,3,0,3,47,1.0
9114131935@pnb,4818,2.48,3,0,1,224,0,1,0,3,4,3,1,22,0.0
9025447241@axisbank,2584,1.4,1,0,1,209,0,0,0,3,2,1,0,16,0.0
santosh15@waicici,241,0.19,1,1,1,141,0,0,0,5,4,3,0,31,0.5
usha64@waicici,404,0.22,8,0,1,41,0,1,0,3,4,4,0,42,0.5
brijesh@upi,302,0.43,10,0,1,196,1,1,1,3,1,2,2,97,1.0
mohit22@mahb,427,0.29,8,1,0,37,0,1,0,1,4,0,1,29,0.0
pankaj385@waicici,84757,69.25,1,1,1,4,0,1,0,1,5,4,2,35,1.0
9453389062@ubi,3483,1.45,5,1,1,224,0,1,1,2,1,2,2,48,1.0
9062212242@paytm,3748,2.31,3,1,1,325,0,1,1,4,3,2,0,51,0.5
9848860080@axisbank,96474,166.91,10,1,1,162,0,1,1,1,4,0,0,53,1.0
rekha@kotak,228,0.12,4,1,1,66,1,1,1,1,2,4,2,100,1.0
usha@canara,3661,2.24,8,0,0,118,0,0,0,3,2,3,2,16,0.0
9112327489@upi,3509,4.41,5,0,0,186,1,0,1,1,1,3,2,54,1.0
priya@icici,99,0.2,5,0,1,125,0,1,1,2,4,1,0,47,0.5
9400181677@apl,167,0.15,4,1,0,326,0,0,1,1,4,4,1,22,0.0
vimla635@waicici,39847,23.7,5,1,0,143,1,1,1,3,3,2,2,96,1.0
sonia98@hdfc,4914,2.53,3,0,0,64,0,1,0,5,4,4,2,30,0.0
9424238397@pnb,97769,40.52,5,1,1,54,1,1,0,4,2,2,3,99,1.0
9322101023@pnb,16298,40.54,9,0,0,331,1,0,0,4,1,3,1,60,1.0
meera17@ubi,3664,2.6,2,0,0,195,0,0,1,1,1,4,3,14,0.0
9100307620@oksbi,25272,9.68,8,1,1,25,0,0,0,3,4,4,1,22,0.5
9411340785@axisbank,217,0.08,1,1,1,170,1,1,1,1,4,3,3,94,1.0
9962697083@waicici,281,0.12,6,1,1,8,0,1,0,5,2,3,3,59,0.5
9320126578@mahb,3473,1.99,6,1,0,38,0,1,1,1,3,4,3,34,0.5
shweta21@kotak,4276,6.27,1,0,1,284,1,0,1,5,3,1,0,68,1.0
9758917045@iob,312,0.36,9,1,1,50,0,1,0,5,2,2,0,40,1.0
9016356407@pnb,1659,8.29,6,0,0,24,0,1,1,4,5,1,0,42,0.5
usha@icici,978,0.42,3,0,0,258,1,1,1,5,5,2,2,65,1.0
heena10@pnb,3378,7.66,6,0,1,278,1,0,1,1,4,0,0,54,1.0
sunil@upi,421,0.86,1,1,0,42,0,0,1,3,2,3,0,41,0.5
9161982734@waicici,304,0.24,3,1,0,117,0,1,1,5,5,3,3,38,0.5
9574835268@hdfc,9503,8.86,3,0,0,24,0,0,0,3,5,4,3,15,0.0
komal392@okicici,457,0.32,4,1,1,230,0,1,0,5,5,1,2,35,0.5
geeta11@hdfc,318,0.17,5,0,0,228,0,1,1,1,4,2,3,27,0.0
9025476022@sbi,11561,6.47,5,1,1,359,0,0,0,1,5,0,1,13,0.5
manju@icici,94,0.21,2,1,1,138,0,0,1,2,1,0,1,28,0.5
9327980595@sbi,52872,23.86,6,1,0,94,1,1,0,5,3,3,2,67,1.0
umesh627@icici,354,1.08,10,0,0,148,1,0,0,2,3,0,1,40,0.5
kavita35@upi,2495,3.12,10,0,1,173,1,0,0,5,2,4,2,47,1.0
shruti37@bob,7889,3.65,1,0,0,281,1,1,1,1,5,3,3,76,1.0
pankaj@okicici,565,2.31,8,1,1,202,0,1,0,4,4,1,2,34,0.5
9090605308@waicici,25166,51.89,10,0,1,95,0,0,1,1,2,4,1,16,0.5
9759887592@icici,407,0.14,2,1,1,60,0,0,0,4,4,3,1,22,0.0
9092071152@ubi,235,0.19,4,0,1,119,0,1,0,4,2,0,1,40,0.5
vinod580@axisbank,4796,2.18,2,0,0,87,0,0,1,5,2,0,2,29,0.0
ankit@upi,4353,2.47,2,0,1,282,0,0,1,5,3,4,3,31,0.5
rani@pnb,493,0.21,8,0,0,298,0,1,0,2,5,2,2,14,0.0
manju56@bob,2783,1.18,1,0,1,80,0,0,0,3,1,2,2,31,0.5
9353028165@hdfc,37638,52.27,1,0,0,107,0,0,0,3,2,1,1,18,0.0
kavita12@pnb,236,0.1,6,1,1,30,0,1,0,5,2,3,3,43,0.5
bharti@mahb,22279,9.22,1,0,1,312,0,0,1,2,5,4,1,18,0.5
krishna@mahb,80179,219.07,1,0,0,257,0,0,1,3,4,4,2,14,0.0
manju353@okicici,2108,2.17,5,1,1,147,0,1,0,3,1,3,3,60,0.5
9585421880@waicici,21759,7.44,3,0,1,198,1,0,0,4,1,0,2,52,1.0
9472505833@ubi,41680,55.72,2,1,0,160,0,1,0,5,5,3,2,43,0.5
9475769453@oksbi,29234,16.25,6,1,0,362,0,0,0,5,4,3,0,24,0.0
naveen12@sbi,63672,88.68,7,0,1,139,1,1,1,4,5,4,3,72,1.0
anita140@mahb,204,0.17,10,1,1,205,0,0,1,2,3,2,3,24,0.5
neha464@ubi,127,0.08,1,0,1,147,0,0,1,3,5,4,1,19,0.0
9845235426@apl,1485,0.73,2,1,0,331,0,0,0,4,5,2,1,2,0.0
poonam410@okhdfc,64585,30.83,4,1,1,255,0,1,1,2,1,4,3,62,1.0
sonia@kotak,3510,9.09,1,0,0,32,0,1,0,3,2,3,0,17,0.5
rekha@axisbank,1511,0.55,2,0,1,100,0,0,1,4,1,4,2,40,0.5
aakash@kotak,295,0.17,7,0,1,266,0,1,1,2,1,4,1,57,1.0
manoj233@icici,3478,3.14,9,0,0,98,0,1,0,5,5,1,0,35,0.5
priya@okicici,12916,12.69,9,1,0,26,0,1,1,4,1,4,1,50,1.0
nisha@pnb,26254,35.67,7,0,1,253,0,0,0,3,5,2,3,4,0.5
simran@upi,376,0.14,9,0,0,178,1,1,1,5,2,1,1,76,1.0
9201362608@canara,86627,123.93,8,0,0,351,0,0,0,3,1,1,0,18,0.5
girish19@ybl,1095,0.64,5,1,0,161,0,1,1,4,1,2,2,40,0.5
rahul@iob,3129,3.27,2,1,1,344,0,1,0,5,4,4,1,33,1.0
ramesh581@okicici,158,0.08,8,0,1,334,0,0,0,1,2,0,1,25,0.0
9988978653@bob,4086,12.97,8,0,1,252,0,0,0,2,1,4,1,22,0.5
sneha794@okicici,94,0.14,6,1,0,196,0,0,0,3,2,0,2,24,0.0
radha459@canara,3008,1.52,1,1,1,365,0,1,1,1,2,3,3,61,1.0
bharti44@okhdfc,2501,1.18,1,0,1,219,1,0,1,3,3,0,0,60,0.5
9255128276@bob,3130,1.19,10,0,1,326,0,1,0,3,2,4,3,40,0.5
sanjay772@ubi,3723,1.88,5,1,1,315,1,0,0,5,5,4,2,57,0.5
9640882230@mahb,2617,2.32,10,1,1,203,0,0,1,5,5,1,1,38,0.5
nikhil178@hdfc,56790,22.38,10,1,1,112,0,0,1,5,5,4,2,34,1.0
9461293900@kotak,440,0.31,7,1,1,323,0,1,1,3,3,3,1,52,1.0
9619931458@canara,3209,1.51,6,1,0,237,0,0,0,4,3,4,3,4,0.0
9203347424@okhdfc,25,0.01,2,0,1,44,0,1,1,2,5,4,2,35,0.5
9021774174@bob,14231,8.08,10,0,0,231,0,0,1,4,5,3,0,24,0.5
vikas@apl,418,0.21,9,0,1,117,0,0,1,3,1,1,1,42,0.5
vijay@okhdfc,450,0.36,7,0,0,170,0,0,0,5,1,1,1,11,0.0
nitin39@mahb,964,0.91,8,1,1,73,1,0,1,5,5,2,2,61,1.0
vikas30@kotak,43110,161.46,3,1,1,139,0,0,0,1,2,4,2,18,0.5
9240658387@kotak,4556,1.66,5,1,0,212,0,1,0,5,4,0,3,47,0.5
9373379121@kotak,202,0.09,10,1,0,163,0,1,0,1,5,2,3,43,0.5
ravi@kotak,909,2.26,1,0,0,263,0,0,0,2,3,4,3,9,0.0
vikas22@kotak,73,0.07,2,1,0,163,0,1,1,4,1,1,1,55,0.5
amit74@upi,379,0.27,5,0,0,165,0,1,0,5,4,1,1,21,0.0
9266329563@iob,3065,2.44,1,1,0,86,0,1,1,3,5,3,2,49,0.5
9059229411@ybl,1159,1.49,3,0,1,88,0,1,1,3,5,1,0,55,0.5
geeta44@icici,238,0.09,10,1,0,162,0,0,0,4,2,3,1,29,0.0
sonia@oksbi,19709,42.57,2,1,1,105,0,0,1,2,5,0,0,40,1.0
9064420062@mahb,458,0.3,7,1,0,279,1,1,0,5,4,3,2,70,1.0
geeta@okhdfc,3046,4.18,6,1,1,267,1,1,0,4,4,2,3,78,1.0
9117972699@iob,2277,0.99,2,0,0,157,0,0,0,1,3,1,2,12,0.0
vandana199@bob,11,0.01,1,0,0,11,0,0,0,2,4,3,3,15,0.0
9990076862@paytm,479,0.25,5,0,0,92,0,1,0,2,5,1,0,35,0.0
karan987@pnb,418,0.27,9,1,0,106,1,0,0,5,4,1,1,62,1.0
santosh75@ubi,63180,23.46,2,1,1,157,0,0,0,1,1,1,1,22,0.5
divya78@axisbank,855,0.5,1,1,0,167,0,1,0,4,4,3,3,40,0.5
aakash32@sbi,3932,1.63,7,1,0,228,0,0,0,1,4,4,0,24,0.0
ganesh913@ybl,1271,0.87,9,0,1,205,0,1,1,4,2,4,2,55,1.0
lalit588@upi,4392,1.68,3,0,1,153,0,1,0,5,5,0,3,29,0.0
rakesh116@ubi,208,0.08,5,0,0,255,0,1,1,5,3,4,2,49,0.5
9860521026@kotak,398,1.66,9,1,1,298,0,1,0,5,1,3,2,63,1.0
9898305748@waicici,274,0.25,1,1,0,309,0,1,1,1,5,1,2,30,0.0
9619953056@canara,469,0.16,4,0,1,213,0,1,0,1,2,3,2,37,0.5
mohit@axisbank,258,0.12,5,0,1,341,1,0,1,4,4,4,0,57,0.5
9652406221@ybl,202,0.1,5,0,1,139,0,1,0,3,3,1,0,41,0.5
9474764845@oksbi,2432,1.73,3,1,1,218,0,1,0,2,2,0,0,50,0.5
aditi@sbi,426,0.26,9,0,1,119,0,1,0,2,3,0,3,30,0.0
mamta730@waicici,3986,3.3,8,0,1,35,1,0,0,2,2,3,3,65,1.0
ankit@oksbi,3184,1.56,3,1,0,178,0,0,1,3,1,3,0,20,0.0
9715949734@canara,24501,17.36,8,1,0,138,0,1,1,2,3,1,2,37,1.0
9260878828@icici,216,0.08,1,0,0,274,0,1,0,2,2,0,1,32,0.5
9353780189@axisbank,1987,1.06,9,1,0,147,0,1,1,4,2,2,0,46,1.0
krishna85@mahb,1831,3.92,8,1,1,196,0,1,0,1,4,3,3,41,1.0
radha@ybl,802,0.32,1,1,1,175,1,1,1,5,5,4,0,90,1.0
9957285759@oksbi,4715,1.6,5,0,0,149,0,0,1,2,3,3,2,23,0.0
9717059844@ybl,1627,0.58,10,0,0,226,0,0,0,4,5,4,0,9,0.0
9811939781@iob,94,0.04,9,0,1,82,0,0,1,4,5,0,0,20,0.0
9588070532@okicici,76,0.04,8,1,0,228,1,0,0,5,1,2,2,50,1.0
radha98@ybl,158,0.13,1,0,0,41,0,0,0,2,5,1,3,13,0.0
9135896933@oksbi,36,0.02,5,0,0,70,0,0,1,2,4,1,3,6,0.0
ashok@okicici,45,0.02,2,0,0,221,0,0,1,3,3,3,1,22,0.0
vandana937@pnb,1797,0.63,4,1,0,261,0,1,0,4,4,1,3,34,0.5
usha@hdfc,491,0.18,7,0,1,361,0,1,1,1,1,0,3,47,1.0
rajesh@mahb,217,0.17,5,0,0,5,1,0,1,2,4,3,1,63,1.0
girish893@axisbank,1922,1.44,7,1,0,23,0,0,1,4,4,2,0,31,0.5
9034398818@upi,413,0.32,8,0,1,64,1,1,0,3,2,0,3,90,1.0
rajesh@apl,231,0.99,4,0,1,114,1,1,1,2,4,2,3,91,1.0
asha8@icici,1895,0.66,5,1,0,179,0,0,0,2,1,2,0,19,0.0
anita@mahb,31,0.01,3,0,0,111,0,1,1,3,3,1,0,28,0.0
9326118900@bob,41,0.16,7,1,0,295,1,1,1,2,2,1,2,84,1.0
harish63@kotak,8675,26.29,1,1,1,111,0,1,0,4,1,1,3,57,1.0
ganesh@paytm,310,0.26,1,0,1,299,1,0,1,1,3,3,3,58,0.5
9672210454@okhdfc,105,0.05,8,0,1,18,0,0,0,2,2,0,0,21,0.0
9225216025@pnb,8525,5.94,8,0,1,36,0,0,0,1,4,2,2,11,0.5
mohit641@axisbank,4386,4.17,1,0,1,341,1,0,0,5,3,2,3,65,1.0
deepa83@axisbank,3325,5.05,10,0,0,239,0,1,1,3,5,0,1,32,1.0
neha11@apl,4005,3.72,5,1,0,208,0,0,1,5,5,3,2,24,0.5
rakesh45@mahb,766,0.3,8,1,1,119,0,1,1,5,1,4,0,52,1.0
9654622021@pnb,139,0.12,5,0,1,118,0,0,0,5,3,4,3,22,0.0
9673919008@apl,11,0.01,1,0,1,169,0,0,0,2,2,0,0,29,0.0
9897906085@canara,2425,1.17,1,0,0,2,0,1,0,5,1,3,1,41,0.5
9711815198@oksbi,351,0.59,1,0,1,21,0,1,1,1,5,4,2,53,0.5
radha622@canara,3153,9.79,4,1,1,10,0,0,1,3,1,0,2,42,1.0
asha38@paytm,14127,24.57,2,1,1,28,0,1,1,1,5,1,2,62,1.0
9642357004@icici,353,0.21,6,1,0,272,0,0,1,5,1,3,2,38,0.5
9079230466@sbi,23799,13.02,7,0,0,60,0,0,1,1,2,2,2,9,0.5
meera13@iob,98169,35.47,2,0,0,235,0,0,0,1,1,1,1,11,0.0
9460191530@oksbi,47932,23.95,4,1,0,167,0,1,1,3,3,3,0,47,1.0
arjun68@pnb,252,0.17,4,1,0,133,1,1,1,3,5,3,0,94,1.0
girish810@upi,45724,24.4,7,1,1,361,1,0,1,3,4,1,1,79,1.0
9404668212@icici,257,0.17,1,1,0,186,0,0,0,1,4,0,2,10,0.0
9738818273@sbi,47127,76.75,10,1,1,132,0,1,1,2,1,3,2,69,1.0
9640511021@pnb,23168,9.66,5,1,0,301,0,1,0,5,5,1,0,20,0.5
mohit894@hdfc,32779,27.76,4,1,1,96,0,0,1,1,1,3,0,43,1.0
9713171978@okhdfc,52125,49.22,2,0,0,104,1,0,0,5,4,4,0,41,0.5
9113753582@axisbank,46689,30.2,10,0,0,182,0,1,0,1,5,2,0,21,0.5
nikhil24@upi,57336,90.58,8,0,1,2,0,0,1,2,4,4,0,25,0.5
9024808557@apl,7642,3.07,2,0,0,252,0,0,1,5,2,3,2,9,0.5
9685746706@paytm,84,0.05,4,0,0,151,0,0,1,2,2,3,1,25,0.0
9335084243@axisbank,430,1.97,3,1,0,187,0,1,0,1,3,0,0,39,0.5
kavita70@oksbi,6013,15.38,1,0,0,113,0,1,1,1,3,0,3,28,0.5
sonia74@okhdfc,26355,19.8,6,1,1,315,0,1,0,2,3,4,0,49,1.0
9781554260@paytm,465,0.18,2,0,1,165,0,1,0,2,5,0,3,31,0.5
neha847@axisbank,240,0.39,7,0,0,150,0,1,0,3,3,3,3,14,0.0
kavita48@ybl,3105,3.23,4,1,1,329,0,1,1,4,1,1,0,62,1.0
mukesh@paytm,4193,2.93,6,1,0,89,0,1,0,3,4,4,3,23,0.0
umesh70@hdfc,3920,3.59,4,1,0,362,1,0,1,3,2,4,3,72,1.0
ritu63@icici,549,0.21,3,1,0,120,0,1,1,1,3,2,1,58,0.5
pramod@mahb,37780,16.81,4,1,1,161,0,1,1,3,4,3,0,64,1.0
kavita856@upi,61497,76.58,4,0,0,245,1,1,0,4,2,3,1,71,1.0
nitin963@mahb,2867,1.16,5,1,0,30,0,1,0,2,5,4,2,27,0.0
santosh26@paytm,456,0.2,7,0,0,93,0,0,0,5,5,0,0,0,0.0
anita@axisbank,2124,1.02,1,0,0,229,1,0,1,3,1,0,2,53,0.5
9851939327@pnb,380,0.23,9,1,0,124,0,1,1,1,5,1,0,49,0.5
sanjay844@pnb,8899,4.64,7,1,0,61,1,0,0,2,3,0,2,58,1.0
vinod@pnb,33498,17.5,10,1,1,321,0,0,1,3,1,3,0,51,1.0
vikas@bob,766,2.25,3,0,0,85,0,0,0,1,3,2,1,12,0.0
lata74@waicici,59,0.02,3,0,0,21,0,0,0,3,3,2,0,0,0.0
manoj852@icici,68,0.03,5,1,0,84,0,0,0,2,4,1,3,22,0.0
rani49@oksbi,488,0.22,6,0,0,202,0,1,1,5,5,4,1,32,0.5
9175362647@ybl,176,0.09,5,1,0,305,0,0,0,1,5,1,3,2,0.0
9845240321@icici,2372,2.8,1,0,1,73,0,1,1,5,4,0,3,53,0.5
9724792542@kotak,2447,1.22,5,1,0,49,0,1,1,2,2,0,0,51,0.5
radha@pnb,396,0.18,2,0,0,277,0,1,1,5,2,0,2,46,0.5
savita77@bob,23018,14.7,3,1,1,30,1,0,1,3,4,4,2,82,1.0
9196282225@sbi,69997,24.9,1,0,1,89,0,1,1,5,3,3,3,44,1.0
anita46@mahb,302,0.34,8,0,0,154,0,1,1,2,5,3,1,45,0.5
vijay46@hdfc,53448,31.83,8,0,0,356,0,0,1,1,2,3,3,19,0.5
chanda@hdfc,276,0.13,10,0,0,44,0,0,0,2,2,2,1,0,0.0
pushpa@sbi,81064,110.89,6,1,0,20,0,0,1,4,3,3,0,26,0.5
9944164231@okicici,18473,27.61,2,1,0,217,0,1,0,4,4,1,1,22,0.5
9349429046@icici,36235,110.14,8,1,1,101,1,1,0,2,4,3,3,85,1.0
pallavi@upi,16976,12.35,1,1,1,226,0,1,0,1,4,4,1,49,1.0
9626890472@bob,15846,6.62,4,0,0,172,0,1,1,5,4,4,2,33,0.5
anita51@sbi,98622,107.9,10,1,1,2,1,0,0,3,2,4,2,58,1.0
vivek60@okicici,83108,35.52,1,0,0,219,0,1,0,3,4,3,0,20,0.0
